send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
,Esti Sağlık Merkezi,35.333038099999996,33.3206811,"Aytaç Sk no:7, Girne 99300",200,20.0,40,29030,5371,3.9,16.5,21000,none,0.0,,False,https://maps.google.com/?cid=16602190994836671876&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Esti Sağlık Merkezi,0533 870 30 60,,"Aytaç Sk no:7, Girne 99300","medical_center, medical_lab, hospital, hair_care, beauty_salon, medical_clinic, service, doctor, health, point_of_interest, establishment",ChIJn8gL_Gxt3hQRhM1tZL_UZuY,,0533 870 30 60
,Kanakas Radiology Center,35.1613994,33.357866699999995,"11, Kyriakos Matsis Avenue 'Nikis Center, 2nd floor, Lefkoşa 1082, Cyprus",200,20.0,40,28618,5294,4.0,16.3,21000,none,0.0,,False,https://maps.google.com/?cid=15517508731438708623&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Kanakas Radiology Center,22 318600,,"11, Kyriakos Matsis Avenue 'Nikis Center, 2nd floor, Lefkoşa 1082, Cyprus","medical_center, hospital, medical_clinic, service, doctor, health, point_of_interest, establishment",ChIJUU_Wj-YZ3hQRjzdt2PlDWdc,,22 318600
,Protelia Διαγνωστικό Κέντρο Υπερηχοτομογραφίας,35.1614211,33.3317243,"Nikou Kranidioti 7-tower 5, flat 201, Egkomi Lefkosias 2411, Cyprus",200,20.0,40,28740,5317,3.9,16.4,21000,none,0.0,,False,https://maps.google.com/?cid=215631869286923166&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Protelia Διαγνωστικό Κέντρο Υπερηχοτομογραφίας,22 334001,https://protelia.com.cy/,"Nikou Kranidioti 7-tower 5, flat 201, Egkomi Lefkosias 2411, Cyprus","doctor, health, point_of_interest, establishment",ChIJ6_-iGH4b3hQRnrsZ6woU_gI,https://protelia.com.cy/,22 334001
,Dr. Sophocleous Opthalmological and Pediatric opthalmological center,35.1571875,33.3904375,"Aglantzia 2108, Cyprus",200,20.0,40,28626,5296,4.0,16.3,21000,none,0.0,,False,https://maps.google.com/?cid=17183656297216637703&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr. Sophocleous Opthalmological and Pediatric opthalmological center,22 322433,http://www.sophocleouseyecenter.com/,"Aglantzia 2108, Cyprus","doctor, health, point_of_interest, establishment",ChIJc4Qv4X4X3hQRB3sAAlyceO4,http://www.sophocleouseyecenter.com/,22 322433
YES,"American Gastroenterology Center, Ioannis & Pavlos Kaimakliotis",35.1453299,33.3590643,"Troias 1, Strovolos 2023, Cyprus",200,20.0,40,28686,5307,4.0,16.4,21000,none,0.0,gastro@cytanet.com.cy,False,https://maps.google.com/?cid=17536953593982892660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"American Gastroenterology Center, Ioannis & Pavlos Kaimakliotis",22 465999,http://www.agccy.com/,"Troias 1, Strovolos 2023, Cyprus","doctor, health, point_of_interest, establishment",ChIJg9n3K-MZ3hQRdDrcA2HGX_M,http://www.agccy.com/,22 465999
,Dr Antonis Stylianou - Personal Doctor - OurHealth Medical Practice Aradippou / Larnaca - GESY,34.9441911,33.5913301,"Leoforos Archiepiskopou Makariou Iii 64, Aradippou 7102, Cyprus",200,20.0,40,29625,5481,3.8,16.9,21000,none,0.0,,False,https://maps.google.com/?cid=18125986038468868757&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr Antonis Stylianou - Personal Doctor - OurHealth Medical Practice Aradippou / Larnaca - GESY,24 256055,,"Leoforos Archiepiskopou Makariou Iii 64, Aradippou 7102, Cyprus","doctor, health, point_of_interest, establishment",ChIJIXFTWgIn3hQRlXqgMkRwjPs,,24 256055
YES,Near East University Hospital,35.2285293,33.3198024,"Yakın Doğu Üniversitesi Hastanesi, Ortaköy 99010",10117.081095804655,112.5,225,163214,30195,3.9,93.0,118125,partial,0.1,info@med.neu.edu.tr,False,https://maps.google.com/?cid=18297373715457344155&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Near East University Hospital,(0392) 444 05 35,http://neareasthospital.com/,"Yakın Doğu Üniversitesi Hastanesi, Ortaköy 99010","hospital, health, service, point_of_interest, establishment",ChIJl1SvRRER3hQRm4JnWHNU7f0,http://neareasthospital.com/,(0392) 444 05 35
YES,Νοσοκομείο Αρχιεπίσκοπος Μακάριος ΙΙΙ,35.1526154,33.357890499999996,"Korytsas 6, Strovolos 2012, Cyprus",8159.696287288727,96.5,193,138076,25544,4.0,78.7,101325,partial,0.139,info@shso.org.cy,False,https://maps.google.com/?cid=17995153258497906822&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Νοσοκομείο Αρχιεπίσκοπος Μακάριος ΙΙΙ,22 405000,https://shso.org.cy/hospital/nosokomeio-archiepiskopou-makareiou-iii/,"Korytsas 6, Strovolos 2012, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJTfHpNV8X3hQRhhh704ugu_k,https://shso.org.cy/hospital/nosokomeio-archiepiskopou-makareiou-iii/,22 405000
,Apollonion Private Hospital,35.1482446,33.320729799999995,"Lefkotheou 20, Strovolos 2054, Cyprus",3746.6945827748013,42.0,84,60455,11184,3.9,34.5,44100,partial,0.094,,False,https://maps.google.com/?cid=11834198648861195763&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Apollonion Private Hospital,22 469000,https://www.apollonion.com/,"Lefkotheou 20, Strovolos 2054, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJAyFm1UUa3hQR833HiviEO6Q,https://www.apollonion.com/,22 469000
YES,Ιπποκράτειο Ιδιωτικό Νοσοκομείο,35.165678299999996,33.3294457,"Psaron 3, Egkomi Lefkosias 2408, Cyprus",2132.2046820975957,20.5,41,29458,5450,3.9,16.8,21525,likely,0.184,katerina.kyriacou@hippocrateon.com,False,https://maps.google.com/?cid=13938876994417313011&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Ιπποκράτειο Ιδιωτικό Νοσοκομείο,22 502000,http://www.hippocrateon.com/,"Psaron 3, Egkomi Lefkosias 2408, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJOasRUQwa3hQR88QbbMbWcME,http://www.hippocrateon.com/,22 502000
YES,American Medical Center,35.12140060000001,33.3416267,"B22 215, Strovolos 2047, Cyprus",1600,160.0,320,230496,42642,3.9,131.4,168000,none,0.0,info@amc.com.cy,False,https://maps.google.com/?cid=440883472179042898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,American Medical Center,22 476777,https://www.amc.com.cy/,"B22 215, Strovolos 2047, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJ-4wsw9Ab3hQRUpqSmi5VHgY,https://www.amc.com.cy/,22 476777
YES,Larnaca General Hospital,34.9211815,33.6050244,"Inomenon Polition Amerikis 6301, Larnaka 6043, Cyprus",1600,102.0,204,149501,27658,3.9,85.2,107100,none,0.0,info@shso.org.cy,False,https://maps.google.com/?cid=11963169037180196114&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Larnaca General Hospital,24 800500,https://shso.org.cy/en/hospital/geniko-nosokomeio-larnakas/,"Inomenon Polition Amerikis 6301, Larnaka 6043, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJHTTxxVqd4BQREtUTEdu2BaY,https://shso.org.cy/en/hospital/geniko-nosokomeio-larnakas/,24 800500
YES,ISIS Clinic,35.1620098,33.3686757,"Ioanni Kliridi, Nicosia 1070, Cyprus",1600,124.5,249,178146,32957,4.0,101.5,130725,none,0.0,info@isisclinic.com,False,https://maps.google.com/?cid=14057766080536244399&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,ISIS Clinic,22 255000,http://www.isisclinic.com/,"Ioanni Kliridi, Nicosia 1070, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJIX5Hn18X3hQRr_Dl3cQ3F8M,http://www.isisclinic.com/,22 255000
YES,EL GRECO MEDICAL CENTRE,35.1462691,33.3469291,"Omirou 9, Strovolos 2018, Cyprus",1600,160.0,320,230284,42603,3.9,131.3,168000,none,0.0,info@elgrecomedical.com,False,https://maps.google.com/?cid=5489578272563287457&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,EL GRECO MEDICAL CENTRE,22 782000,https://elgrecomedical.com/,"Omirou 9, Strovolos 2018, Cyprus","medical_center, hospital, health, service, point_of_interest, establishment",ChIJfy76RAAb3hQRoVXWllrmLkw,https://elgrecomedical.com/,22 782000
YES,"Ιατρικό Κέντρο ""Ο Απόστολος Λουκάς"" - ""Apostolos Loukas"" Medical Center",35.1572791,33.3128382,"Street, Ilia Papakiriakou 24, Egkomi Lefkosias 2415, Cyprus",1600,160.0,320,229935,42538,3.9,131.1,168000,none,0.0,info@apostolosloukas.org,False,https://maps.google.com/?cid=6137676624833804924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Ιατρικό Κέντρο ""Ο Απόστολος Λουκάς"" - ""Apostolos Loukas"" Medical Center",22 100444,http://www.apostolosloukas.org/,"Street, Ilia Papakiriakou 24, Egkomi Lefkosias 2415, Cyprus","medical_center, research_institute, hospital, doctor, health, service, point_of_interest, establishment",ChIJkxQLHEMa3hQRfPpvGV9oLVU,http://www.apostolosloukas.org/,22 100444
,Κέντρο Υγείας Λατσιών,35.1030686,33.3870023,"493P+6RC, Latsia 2224, Cyprus",1600,160.0,320,229614,42479,4.0,130.9,168000,none,0.0,,False,https://maps.google.com/?cid=4877196501494706126&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Κέντρο Υγείας Λατσιών,22 467496,,"493P+6RC, Latsia 2224, Cyprus","hospital, health, service, point_of_interest, establishment",ChIJ3-2CmxsZ3hQRzq9eq2BIr0M,,22 467496
,Dr.Suat Günsel Girne Üniversitesi Hastanesi / University of Kyrenia Hospital,35.3354341,33.340484499999995,"Şehit Yahya Bakır sokak Karakum, Kyrenia 99320",1600,160.0,320,232281,42972,3.9,132.4,168000,none,0.0,,False,https://maps.google.com/?cid=10343809548395310422&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr.Suat Günsel Girne Üniversitesi Hastanesi / University of Kyrenia Hospital,,http://hospital.kyrenia.edu.tr/#,"Şehit Yahya Bakır sokak Karakum, Kyrenia 99320","hospital, health, service, point_of_interest, establishment",ChIJ9We_fq9s3hQRVm1l_PqXjI8,http://hospital.kyrenia.edu.tr/#,
YES,Elite Research and Surgical Hospital,35.200278,33.358748,"Amasya Sokak, Τράχωνας 99010",1600,160.0,320,231763,42876,3.9,132.1,168000,none,0.0,info@elitenicosia.com,False,https://maps.google.com/?cid=8948979229286476497&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Elite Research and Surgical Hospital,(0392) 444 35 48,http://www.elitenicosia.com/,"Amasya Sokak, Τράχωνας 99010","hospital, health, service, point_of_interest, establishment",ChIJvz2NYSgX3hQR0Sr4_zEpMXw,http://www.elitenicosia.com/,(0392) 444 35 48
YES,Burhan Nalbantoglu State Hospital,35.2069403,33.331078,"Dr. Niyazi Manyera Sk, Ortaköy 99010",1464.3600265571135,13.0,26,18865,3490,3.9,10.8,13650,confirmed,0.373,info.ldh@gov.ct.tr,False,https://maps.google.com/?cid=1340060109772002720&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Burhan Nalbantoglu State Hospital,(0392) 223 24 41,http://bndh.gov.ct.tr/tr,"Dr. Niyazi Manyera Sk, Ortaköy 99010","hospital, health, service, point_of_interest, establishment",ChIJIQLIqN4Q3hQRoJWh5JHZmBI,http://bndh.gov.ct.tr/tr,(0392) 223 24 41
YES,Aretaeio Hospital,35.1395039,33.3639855,"55-57, Andrea Avraamidi st, Strovolos 2024, Cyprus",1407.2908019665254,15.5,31,22231,4113,4.0,12.7,16275,likely,0.283,n.nicolaou@aretaeio.com,False,https://maps.google.com/?cid=7947141780946287133&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Aretaeio Hospital,22 200300,https://www.aretaeio.com/,"55-57, Andrea Avraamidi st, Strovolos 2024, Cyprus","hospital, medical_clinic, doctor, health, service, point_of_interest, establishment",ChIJ1eThvJMZ3hQRHfr3EFjrSW4,https://www.aretaeio.com/,22 200300
YES,"Ilic Enterprises Ltd. - Ship Surveyors, Cargo Surveyors & Yacht Surveyors",34.92401408,33.642715700000004,Cyprus,12143.448612458144,153.0,306,224378,41510,3.9,127.9,160650,partial,0.131,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,False,https://maps.google.com/?cid=16688337924845008622&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Ilic Enterprises Ltd. - Ship Surveyors, Cargo Surveyors & Yacht Surveyors",25 348568,http://www.ilicenterprises.com/,"Port of Ancient Kition, Kimonos, Larnaka 6017, Cyprus","service, point_of_interest, establishment",ChIJKXKVipyD4BQR7vYQjuzimOc,http://www.ilicenterprises.com/,25 348568
,ΑΗΚ ΔΕΚΕΛΕΙΑ,34.980117538095236,33.746722271428574,Cyprus,11538.414312397656,141.0,282,208459,38565,3.8,118.8,148050,partial,0.116,,False,https://maps.google.com/?cid=6377841319121681951&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,ΑΗΚ ΔΕΚΕΛΕΙΑ,,,"XPJW+277, Ormideia 7502, Cyprus","government_office, point_of_interest, establishment",ChIJG-OsG0ot3hQRH34OdOOkglg,,
,The Steak Factory,34.8589960125,33.4703466875,Cyprus,8423.270308620084,69.5,139,102488,18960,3.8,58.4,72975,likely,0.222,,False,https://maps.google.com/?cid=16514080564947802950&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,The Steak Factory,24 821040,https://thesteakfactory.eu/,"Λεωφ. Ανεξαρτησίας, Anglisides 7571, Cyprus","food_store, store, point_of_interest, food, establishment",ChIJU2frZP6Z4BQRRlvlScfMLeU,https://thesteakfactory.eu/,24 821040
,Kalyoncu,35.186550833333335,32.97151926666666,Cyprus,8281.272151030524,99.5,199,147264,27244,3.8,83.9,104475,none,0.0,,False,https://maps.google.com/?cid=533570880290742223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Kalyoncu,,,"5XPC+CG4, İsmet Paşa Mahallesi, Güzelyurt 99700","manufacturer, point_of_interest, establishment",ChIJ5_7nt0D53RQRz984fuOfZwc,,
YES,Mitsios Trading Ltd,35.05628135789473,33.407472652631576,Cyprus,8042.282380140012,63.5,127,90990,16833,4.0,51.9,66675,none,0.0,evangelos@mitsios.com.cy,False,https://maps.google.com/?cid=2644384023230398304&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Mitsios Trading Ltd,22 887100,http://www.mitsios.com.cy/,"E138 70, Dali 2540, Cyprus","wholesaler, supplier, manufacturer, food, point_of_interest, establishment",ChIJ44KNSjof3hQRYL9dMkK9siQ,http://www.mitsios.com.cy/,22 887100
