send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
,Bike Alert MCA Ltd - Warehouse,35.12796081538461,33.36108793076923,Cyprus,2463.535921455918,27.5,55,39443,7297,4.0,22.5,28875,none,0.0,,False,https://maps.google.com/?cid=10567755864938676872&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Bike Alert MCA Ltd - Warehouse,22 875070,,"Propylaion 28-20, Strovolos 2033, Cyprus","storage, point_of_interest, establishment",ChIJMwSG9iEZ3hQRiIK4Avg1qJI,,22 875070
,Nikos Mantis Ltd,35.06857542,33.23418204,Cyprus,2407.3483610647972,23.5,47,33973,6285,3.9,19.4,24675,none,0.027,,False,https://maps.google.com/?cid=2015509406116005731&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Nikos Mantis Ltd,,,"369M+HCR, Ergates 2643, Cyprus","general_contractor, point_of_interest, service, establishment",ChIJ62jjDgAD3hQRY8cAUSCH-Bs,,
YES,MK Worldwide Movers LTD,34.68219959411765,32.975353335294116,Cyprus,2303.964982471658,21.5,43,32740,6057,3.7,18.7,22575,likely,0.237,info@mkmovers.com,False,https://maps.google.com/?cid=7327078419913448186&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,MK Worldwide Movers LTD,77 778377,http://www.mkmovers.com/,"Elia Kannaourou 83, Ypsonas, Lemesos 4186, Cyprus","moving_company, shipping_service, storage, transportation_service, service, point_of_interest, establishment",ChIJ79T9b6wx5xQR-hpfnAADr2U,http://www.mkmovers.com/,77 778377
,CHR. KONTOS ENTERPRISES LTD,35.12747544285715,33.36178834285714,"22, Propylaion, Strovolos",2299.180937351154,24.5,49,35140,6501,4.0,20.0,25725,none,0.0,,False,https://maps.google.com/?cid=2249189564404906953&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,CHR. KONTOS ENTERPRISES LTD,22 323346,http://www.kontosenterprises.com/,"Propylaion 22, Strovolos 2033, Cyprus","general_contractor, point_of_interest, service, establishment",ChIJe1R_U_0b3hQRybve-v25Nh8,http://www.kontosenterprises.com/,22 323346
YES,ANCO CATERING EQUIPMENT LTD Headquarters,35.12795444285714,33.35975167142857,Cyprus,2271.158540906695,23.5,47,33706,6236,4.0,19.2,24675,none,0.028,nicholas@anco.com.cy,False,https://maps.google.com/?cid=2203937096921137187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,ANCO CATERING EQUIPMENT LTD Headquarters,22 421375,http://www.anco.com.cy/,"Lamprou Porfyra 5, Strovolos 2033, Cyprus","furniture_store, home_improvement_store, home_goods_store, point_of_interest, store, establishment",ChIJ3WMBG4MZ3hQRI0BK2Rz1lR4,http://www.anco.com.cy/,22 421375
,"Building at 34.6721,32.9132",34.67205952,32.91323896,Cyprus,2164.7674579651275,24.0,48,37339,6908,3.6,21.3,25200,none,0.0,,False,"https://www.google.com/maps?q=34.67206,32.913239",False,,,,,,,,,
YES,Arimec Trading Ltd,35.12508071904762,33.37026659523809,Cyprus,2122.5499829972528,22.0,44,31555,5838,4.0,18.0,23100,likely,0.175,info@arimec.eu,False,https://maps.google.com/?cid=809147661566919045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Arimec Trading Ltd,22 460240,https://www.arimec.eu/,"Kalamon 27B, Strovolos 2032, Cyprus","building_materials_store, service, point_of_interest, supplier, manufacturer, store, establishment",ChIJKX1Ro-IZ3hQRhcGI2oKrOgs,https://www.arimec.eu/,22 460240
,"Building at 35.1532,33.2524",35.15322657777777,33.25237887777778,Cyprus,2071.5554998691427,14.0,28,20224,3742,3.9,11.5,14700,likely,0.15,,False,"https://www.google.com/maps?q=35.153227,33.252379",False,,,,,,,,,
,INS EXCLUSIVE PROPERTIES LTD,35.104003625000004,33.33055015,Cyprus,2056.53469877812,13.0,26,18728,3465,3.9,10.7,13650,confirmed,0.41,,False,https://maps.google.com/?cid=10152249161257752209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,INS EXCLUSIVE PROPERTIES LTD,99 650290,http://www.exclusiveproperties-cy.com/,"Theofilou Georgiadi 8, Lakatameia 2325, Cyprus","general_contractor, service, point_of_interest, establishment",ChIJr_qHqGwb3hQRkZYGwNII5Iw,http://www.exclusiveproperties-cy.com/,99 650290
YES,Κυβερνητικό Τυπογραφείο,35.12622024615385,33.35555263846154,Cyprus,2000.5416215745277,19.0,38,27252,5042,4.0,15.5,19950,none,0.005,registry@mof.gov.cy,False,https://maps.google.com/?cid=6018746580698650162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Κυβερνητικό Τυπογραφείο,22 405824,https://www.mof.gov.cy/mof/gpo/gpo.nsf,"49G4+M82, Strovolos 2037, Cyprus","government_office, point_of_interest, establishment",ChIJ4VdS3cUZ3hQRMtajXyDihlM,https://www.mof.gov.cy/mof/gpo/gpo.nsf,22 405824
,"Building at 34.6502,33.0064",34.650210300000005,33.0064199,Cyprus,1986.6059023592336,22.0,44,33252,6152,3.8,19.0,23100,likely,0.191,,False,"https://www.google.com/maps?q=34.65021,33.00642",False,,,,,,,,,
,Κεραμαποθήκη Στροβόλου Απευθείας και Φθηνά,35.12476308461539,33.371083246153844,Cyprus,1924.180042265917,20.0,40,28711,5312,4.0,16.4,21000,none,0.0,,False,https://maps.google.com/?cid=5284224839183188912&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Κεραμαποθήκη Στροβόλου Απευθείας και Φθηνά,22 575048,https://m.facebook.com/keramapothiki/,"Kalamon 27, Strovolos 2032, Cyprus","home_improvement_store, home_goods_store, point_of_interest, store, establishment",ChIJC6cAtZgZ3hQRsEPPhH5WVUk,https://m.facebook.com/keramapothiki/,22 575048
,Swipe for Distribution,35.126039453333334,33.35739216666666,Cyprus,1888.833477927269,18.5,37,26534,4909,4.0,15.1,19425,none,0.007,,False,https://maps.google.com/?cid=1805034728971309269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Swipe for Distribution,22 427273,http://www.swipeonline.com.cy/,"Propontidos 2, Nicosia 2033, Cyprus","point_of_interest, supplier, establishment",ChIJszSNTtkZ3hQR1RCUw4XFDBk,http://www.swipeonline.com.cy/,22 427273
,Holistic Health & Wellness Consultation,35.151920360000005,33.25275156,Cyprus,1806.8685541252576,0.5,1,722,134,3.9,0.4,525,none,0.001,,False,https://maps.google.com/?cid=10448314183582117940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Holistic Health & Wellness Consultation,99 621187,,"5723+C5C, Kokkinotrimithia 2682, Cyprus","doctor, health, point_of_interest, establishment",ChIJ3U0YnTMF3hQRNHAWdmTe_5A,,99 621187
,"Building at 35.1639,33.2746",35.1638851,33.274632,Cyprus,1797.4280666886425,18.0,36,26003,4810,3.9,14.8,18900,none,0.0,,False,"https://www.google.com/maps?q=35.163885,33.274632",False,,,,,,,,,
,G&P SIRMATOURGIKI LTD,35.12772346470588,33.367701852941174,Cyprus,1751.7648953917003,12.5,25,17928,3317,4.0,10.2,13125,none,0.0,,False,https://maps.google.com/?cid=17515678405927892031&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,G&P SIRMATOURGIKI LTD,22 481211,https://www.facebook.com/SirmatourgikiLtd/?locale=el_GR,"Kalamon 66, Strovolos 2032, Cyprus","point_of_interest, manufacturer, establishment",ChIJX6ZxdwAZ3hQRP_RPSbUwFPM,https://www.facebook.com/SirmatourgikiLtd/?locale=el_GR,22 481211
,Cyprus Contemporary Art Centre,34.663396757142856,33.02620074285714,"27, Synergatismou, Λεμεσός, 3011",1369.156259784449,13.5,27,20358,3766,3.8,11.6,14175,partial,0.145,,False,https://maps.google.com/?cid=534522421037292390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Cyprus Contemporary Art Centre,,,"Synergatismou 27, Lemesos 3010, Cyprus","point_of_interest, establishment",ChIJXY8BOgAz5xQRZttoVk8Bawc,,
,Blue Ice Navigation Warehouse,34.665178479999994,32.9928008,Επιμυθέος,1347.0008204521857,14.0,28,21332,3946,3.7,12.2,14700,none,0.0,,False,https://maps.google.com/?cid=10762436611457131339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Mouseio Oximaton Kyprou,,,"Epimitheos 6/1, Lemesos 3056, Cyprus","museum, point_of_interest, establishment",ChIJ8wQRAwAz5xQRS6OPhxPbW5U,,
YES,Maxifoods Ltd,34.89940186,33.56810068,"23, Pigasou, Aradippou, 7100",1203.58778619219,9.5,19,13940,2579,3.9,7.9,9975,confirmed,0.749,maxifoods@maxifoods.com.cy,False,https://maps.google.com/?cid=6091995186839345526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Maxifoods Ltd,24 660292,https://www.maxifoods.com.cy/,"B Dromolaxia Industrial Area, Pigasou 23, Aradippou 7100, Cyprus","wholesaler, point_of_interest, food, establishment",ChIJefI3E1Sc4BQRdtnyfFgdi1Q,https://www.maxifoods.com.cy/,+357 24660292
,Luxe Autos CY,34.67081698333333,33.035255299999996,3013,1152.043552965096,5.0,10,7540,1395,3.8,4.3,5250,partial,0.082,,False,https://maps.google.com/?cid=10912712942732532229&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Luxe Autos CY,96 187166,,"Djelal Bayar 15, Lemesos 3013, Cyprus","car_dealer, point_of_interest, store, establishment",ChIJp404Y2kz5xQRBVphd5q-cZc,,96 187166
YES,Old Port Exhibition Center,34.671335033333335,33.041674888888885,Cyprus,1145.558938072825,10.0,20,15080,2790,3.8,8.6,10500,likely,0.23,info@apacy.com,False,https://maps.google.com/?cid=4412111924716877820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Old Port Exhibition Center,25 871656,http://www.apacy.com/,"Agias Theklis 3, Lemesos 3042, Cyprus","store, event_venue, service, point_of_interest, establishment",ChIJ9yT_gP0y5xQR_LcDTmv4Oj0,http://www.apacy.com/,25 871656
YES,TeamFreight,34.660124175,33.01074542,Cyprus,779.8672087318059,5.5,11,8313,1538,3.8,4.7,5775,partial,0.068,info@teamfreight.com.cy,False,https://maps.google.com/?cid=6904553267268675033&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,TeamFreight,77 777303,http://www.teamfreight.com.cy/,"Franklin Roosevelt 181, Lemesos 3045, Cyprus","shipping_service, transportation_service, point_of_interest, service, establishment",ChIJzWHzZXY15xQR2eVPXJ3m0V8,http://www.teamfreight.com.cy/,77 777303
YES,Limassol Marina Pharmacy,34.67071947142857,33.04076017142857,"7/1, Siafi",761.3880528714428,7.5,15,11310,2092,3.8,6.4,7875,confirmed,0.61,info@doratheophilou.com,False,https://maps.google.com/?cid=3271298043275368103&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Limassol Marina Pharmacy,25 104044,https://www.doratheophilou.com/,"Limassol Marina St 3601, Limasol 3014, Cyprus","pharmacy, health, store, point_of_interest, establishment",ChIJfbDD4PIz5xQRp9bb_zz8ZS0,https://www.doratheophilou.com/,25 104044
,Stelios Vassou,34.78133060769231,32.42260843076923,Cyprus,675.3849112918965,5.5,11,8331,1541,3.7,4.8,5775,none,0.016,,False,https://maps.google.com/?cid=17141472938010416883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Stelios Vassou,26 938759,,"QCJF+H34, Paphos 8020, Cyprus","car_repair, point_of_interest, service, establishment",ChIJ6a2sTAAH5xQR8xYVVdG-4u0,,26 938759
YES,Sea Trip Cyprus Yacht Charters,34.67019175714286,33.041564442857144,Cyprus,617.22656407264,6.0,12,9048,1674,3.8,5.2,6300,none,0.021,yacht@seatrip.com,False,https://maps.google.com/?cid=10798681837063590825&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Sea Trip Cyprus Yacht Charters,99 024140,https://www.seatrip.com/,"Limassol Marina St, Limasol 3601, Cyprus","fishing_charter, service, point_of_interest, establishment",ChIJiyhHSB8z5xQRqVOjvOqf3JU,https://www.seatrip.com/,99 024140
,Sedia,34.7826123,32.422650340000004,Cyprus,551.6996513755391,5.0,10,7574,1401,3.7,4.3,5250,none,0.0,,False,https://maps.google.com/?cid=5866367201419649285&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Sedia,26 967600,,"QCJF+V2X, Charilaou Trikoupi, Pafos 8020, Cyprus","furniture_store, home_improvement_store, home_goods_store, supplier, store, point_of_interest, establishment",ChIJk5X2T14G5xQRBeGeauOFaVE,,26 967600
,CatEco Converters,34.8900223,33.579089239999995,Cyprus,523.2726914871033,5.0,10,7340,1358,3.9,4.2,5250,partial,0.088,,False,https://maps.google.com/?cid=11022101632246778643&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,CatEco Converters,,,"VHRH+2HV, Dromolaxia 7020, Cyprus","corporate_office, point_of_interest, establishment",ChIJ9yYuBfqc4BQRE4tSdAlf9pg,,
,Cyprus Computer Services,34.78257597142857,32.42224635714286,Cyprus,454.28264031372294,3.0,6,4544,841,3.7,2.6,3150,none,0.014,,False,https://maps.google.com/?cid=15559521597989557949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Cyprus Computer Services,,,"Charilaou Trikoupi 14, Pafos 8020, Cyprus","point_of_interest, service, establishment",ChIJY2c8RV4G5xQRvZYvm3SG7tc,,
,"Building at 34.8754,33.6007",34.87544048,33.600682600000006,Cyprus,438.78429840681554,43.5,87,64194,11876,3.8,36.6,45675,none,0.0,,False,"https://www.google.com/maps?q=34.87544,33.600683",False,,,,,,,,,
,Public Parking Mouttallos,34.78051406,32.41946482,Cyprus,397.0642653746787,4.0,8,6059,1121,3.7,3.5,4200,none,0.004,,False,https://maps.google.com/?cid=6308242386894361061&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Public Parking Mouttallos,,,"QCJ9+4MP, Paphos 8016, Cyprus","transportation_service, point_of_interest, establishment",ChIJ58FsFZMH5xQR5ZHmQwdhi1c,,
YES,SmoClock Hookah Bar,34.78074221666667,32.42163758333333,Cyprus,378.7886836096473,2.5,5,3787,701,3.7,2.2,2625,none,0.0,soniaalam@instagram.com,False,https://maps.google.com/?cid=15773045733818165379&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,SmoClock Hookah Bar,26 652636,http://www.instagram.com/smoclock_,"Thermopylon Rd 67, Pafos 8016, Cyprus","hookah_bar, point_of_interest, establishment",ChIJPYBkQaMH5xQRg-g4loYd5do,http://www.instagram.com/smoclock_,26 652636
,Dimitris Achilleos MOT,34.78130721428572,32.42281412857143,Cyprus,339.7328039870829,1.5,3,2272,420,3.7,1.3,1575,none,0.0,,False,https://maps.google.com/?cid=17736316884483903966&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dimitris Achilleos MOT,,,"Charilaou Trikoupi, Pafos 8020, Cyprus","point_of_interest, establishment",ChIJa4IBNkAH5xQR3hFtQzwOJPY,,
,CHRISTAKIS PETRAKIDES & SONS LTD,34.781945642857146,32.422312271428574,Cyprus,308.2753374749392,2.0,4,3030,560,3.7,1.7,2100,none,0.004,,False,https://maps.google.com/?cid=13373185018935054575&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,CHRISTAKIS PETRAKIDES & SONS LTD,26 948245,,"Charilou Trikoupi 8 Χαρίλαου Τρικούπη Paphos CY, Baf 8020, Cyprus","car_repair, auto_parts_store, storage, point_of_interest, store, service, establishment",ChIJoS3KSF4G5xQR7xAzqesYl7k,,26 948245
