send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
YES,Santa Irene Winery,34.9195134,33.1377419,"Δημοκρατίας No 1, Farmakas 2620, Cyprus",307.59331693042634,30.5,61,41664,7708,4.2,23.7,32025,confirmed,0.525,despina@santairenewinery.com,False,https://maps.google.com/?cid=9925451378327728242&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Santa Irene Winery,22 515515,https://www.santairenewinery.com/,"Δημοκρατίας No 1, Farmakas 2620, Cyprus","winery, tourist_attraction, vineyard, farm, service, food, point_of_interest, manufacturer, establishment",ChIJqT-2Voit4BQRcrCi-HBJvok,https://www.santairenewinery.com/,22 515515
YES,KEO Winery & Brewery,34.6700373,33.033173,"M2CM+277, Franklin Roosevelt, Lemesos 3013, Cyprus",283.4461957277073,28.0,56,42223,7811,3.8,24.1,29400,likely,0.211,keo@keogroup.com,False,https://maps.google.com/?cid=10048642623700544316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,KEO Winery & Brewery,,https://keogroup.com/,"M2CM+277, Franklin Roosevelt, Lemesos 3013, Cyprus","winery, farm, service, food, point_of_interest, manufacturer, establishment",ChIJq6qq-lUy5xQRPCuF7Dnzc4s,https://keogroup.com/,
,Ayia Mavri winery,34.8439567,32.8630384,"Archimandriti Kyprianou E803 8, Κοιλάνι 4776, Cyprus",263.01946523359345,26.0,52,38897,7196,3.8,22.2,27300,none,0.0,,False,https://maps.google.com/?cid=8012967902680746485&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Ayia Mavri winery,25 470225,https://ayiamavriwinery.com/,"Archimandriti Kyprianou E803 8, Κοιλάνι 4776, Cyprus","winery, tourist_attraction, farm, service, food, point_of_interest, manufacturer, establishment",ChIJ6z9AcHg45xQR9YnkW9rHM28,https://ayiamavriwinery.com/,25 470225
YES,Amathus Beach Hotel Limassol,34.7094644,33.1331516,"Amathountos 75, Agios Tychonas 4532, Cyprus",2678.5047622675634,267.5,535,406728,75245,3.7,231.8,280875,confirmed,0.808,amathuslim@amathushotel.com,False,https://maps.google.com/?cid=622179403525210218&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Amathus Beach Hotel Limassol,25 832000,https://www.amathuslimassol.com/,"Amathountos 75, Agios Tychonas 4532, Cyprus","hotel, convention_center, spa, breakfast_restaurant, clothing_store, sports_club, association_or_organization, lodging, event_venue, health, service, store, restaurant, food, point_of_interest, establishment",ChIJuzcFlggc5xQRakCv_d5sogg,https://www.amathuslimassol.com/,25 832000
YES,Limassol AGORA,34.676244499999996,33.0431823,"Kanari 47-49, Lemesos 3041, Cyprus",1707.524240072826,170.5,341,257294,47599,3.8,146.7,179025,confirmed,0.474,admin@limassolagora.com,False,https://maps.google.com/?cid=11030911879575076028&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Limassol AGORA,70 070070,https://www.limassolagora.com/,"Kanari 47-49, Lemesos 3041, Cyprus","food_court, japanese_curry_restaurant, cocktail_bar, amusement_center, historical_landmark, historical_place, japanese_restaurant, child_care_agency, bar, event_venue, food_store, service, store, restaurant, food, point_of_interest, establishment",ChIJnVVityAz5xQRvHy1AumrFZk,https://www.limassolagora.com/,70 070070
YES,Columbia Beach,34.6892275,33.0722095,"Προμαχών Ελευθερίας 6, Agios Athanasios 4103, Cyprus",1106.8889440277728,110.5,221,167061,30906,3.8,95.2,116025,partial,0.137,info@columbia-beach.com,False,https://maps.google.com/?cid=4938933141382810903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Columbia Beach,25 321500,http://www.columbia-beach.com/,"Προμαχών Ελευθερίας 6, Agios Athanasios 4103, Cyprus","restaurant, bar, food, point_of_interest, establishment",ChIJM2kQjE4z5xQRF82GRYadikQ,http://www.columbia-beach.com/,25 321500
YES,Salone,34.6877521,33.0464941,"Arch. Makarios III Avenue 181, Lemesos 3030, Cyprus",959.0000611602588,95.5,191,144113,26661,3.8,82.1,100275,confirmed,0.881,6e89e44da9e446e386f06ae81420a615@o17585.ingest.us.sentry.io,False,https://maps.google.com/?cid=7523309328154507968&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Salone,95 951602,https://www.sevenrooms.com/reservations/salonexshibui,"Arch. Makarios III Avenue 181, Lemesos 3030, Cyprus","italian_restaurant, restaurant, food, point_of_interest, establishment",ChIJDwDsozwz5xQRwDoISPkpaGg,https://www.sevenrooms.com/reservations/salonexshibui,95 951602
YES,McDonald's,34.688327799999996,33.009132,"Katsantonaion 20, Kato Polemidia 4154, Cyprus",624.2345959253948,62.0,124,93651,17325,3.8,53.4,65100,confirmed,0.476,maria.michaelidou@mcdonalds.com.cy,False,https://maps.google.com/?cid=13014610581409191382&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,McDonald's,25 730626,http://www.mcdonalds.com.cy/,"Katsantonaion 20, Kato Polemidia 4154, Cyprus","fast_food_restaurant, restaurant, food, point_of_interest, establishment",ChIJCVPIpckz5xQR1lXvkl4vnbQ,http://www.mcdonalds.com.cy/,25 730626
YES,McDonald's,34.7002233,33.1006145,"Georgiou 'A 107, Germasogeia 4048, Cyprus",522.2024406468312,52.0,104,82732,15305,3.6,47.2,54600,likely,0.283,maria.michaelidou@mcdonalds.com.cy,False,https://maps.google.com/?cid=2012622715376076701&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,McDonald's,25 317272,http://www.mcdonalds.com.cy/,"Georgiou 'A 107, Germasogeia 4048, Cyprus","fast_food_restaurant, restaurant, food, point_of_interest, establishment",ChIJQbEDm13L4BQRnYffQLJF7hs,http://www.mcdonalds.com.cy/,25 317272
YES,Tochni Tavern,34.7827173,33.3235169,"Mersinies 3, Τόχνη 7740, Cyprus",469.3264192245794,46.5,93,71704,13265,3.7,40.9,48825,partial,0.141,info@tochnitavern.com,False,https://maps.google.com/?cid=15423376573347593413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Tochni Tavern,97 443030,https://www.tochnitavern.com/,"Mersinies 3, Τόχνη 7740, Cyprus","restaurant, food, point_of_interest, establishment",ChIJURJ4kd-74BQRxfx240bXCtY,https://www.tochnitavern.com/,97 443030
YES,Puesta Oyster Bar & Grill,34.707497599999996,33.1253919,"Amathuntos Avenue Ayios Tychonas, Αγ. Τύχων 4532, Cyprus",384.8995323878196,38.0,76,60458,11185,3.6,34.5,39900,confirmed,0.726,puestaoysterbar@outlook.com,False,https://maps.google.com/?cid=17804491396556098981&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Puesta Oyster Bar & Grill,25 329040,https://www.puestaoysterbar.com.cy/,"Amathuntos Avenue Ayios Tychonas, Αγ. Τύχων 4532, Cyprus","seafood_restaurant, restaurant, food, point_of_interest, establishment",ChIJK7WtYKDL4BQRpY05ypdCFvc,https://www.puestaoysterbar.com.cy/,25 329040
,"Potamos tis Militsas - Restaurant, Tavern",34.9083088,33.1320985,"Kampi 2619, Cyprus",312.24981137002317,31.0,62,42432,7850,4.1,24.2,32550,none,0.0,,False,https://maps.google.com/?cid=5411241495520188588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Potamos tis Militsas - Restaurant, Tavern",99 152540,https://m.facebook.com/potamostavern/,"Kampi 2619, Cyprus","restaurant, food, point_of_interest, establishment",ChIJlcqR4WSy4BQRrJhVXniXGEs,https://m.facebook.com/potamostavern/,99 152540
YES,Dionysus Mansion,34.678927,33.0395822,"16th June Street, Nr 5, Lemesos 3022, Cyprus",300,30.0,60,45272,8375,3.8,25.8,31500,none,0.0,george@dionysusmansion.com,False,https://maps.google.com/?cid=13360823478873517575&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dionysus Mansion,25 222210,http://www.dionysusmansion.com/,"16th June Street, Nr 5, Lemesos 3022, Cyprus","greek_restaurant, restaurant, food, point_of_interest, establishment",ChIJq5ppJwQz5xQRB270VCoua7k,http://www.dionysusmansion.com/,25 222210
,Tartufo Restaurant,34.6713395,33.043028,"Plateia Syntagmatos, Limasol 3036, Cyprus",300,30.0,60,45239,8369,3.8,25.8,31500,none,0.0,,False,https://maps.google.com/?cid=13316777039836267317&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Tartufo Restaurant,99 288992,http://tartufolimassol.com/,"Plateia Syntagmatos, Limasol 3036, Cyprus","italian_restaurant, restaurant, food, point_of_interest, establishment",ChIJAzxEY_Yz5xQRNcOElCmyzrg,http://tartufolimassol.com/,99 288992
YES,McDonald's,34.6874732,33.040493999999995,"161 Archiepishop, Arch. Makarios III, Limasol 4190, Cyprus",248.60468087648462,24.5,49,36972,6840,3.8,21.1,25725,likely,0.199,maria.michaelidou@mcdonalds.com.cy,False,https://maps.google.com/?cid=2038033993133672275&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,McDonald's,25 388797,https://www.mcdonalds.com.cy/,"161 Archiepishop, Arch. Makarios III, Limasol 4190, Cyprus","fast_food_restaurant, breakfast_restaurant, restaurant, food, point_of_interest, establishment",ChIJy1CTGgwz5xQRU0fnaB6NSBw,https://www.mcdonalds.com.cy/,25 388797
YES,Malindi Beach Bar & Restaurant,34.7119733,33.164902,"Beachside Pedestrian Pathway, Parekklisia 4533, Cyprus",180.04336476989158,18.0,36,28638,5298,3.6,16.3,18900,none,0.0,info@malindi.com.cy,False,https://maps.google.com/?cid=13335881086176224727&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Malindi Beach Bar & Restaurant,25 379500,https://malindi.eu/,"Beachside Pedestrian Pathway, Parekklisia 4533, Cyprus","restaurant, food, point_of_interest, establishment",ChIJ3SXsw9TL4BQR12Vi_DCRErk,https://malindi.eu/,25 379500
,Taverna Agios Epiktitos,34.7429108,33.1310313,"Armenochori 4523, Cyprus",157.65511194190213,15.5,31,23506,4349,3.7,13.4,16275,none,0.012,,False,https://maps.google.com/?cid=6166044814240525293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Taverna Agios Epiktitos,99 346529,,"Armenochori 4523, Cyprus","restaurant, greek_restaurant, live_music_venue, event_venue, food, point_of_interest, establishment",ChIJ41aAil3K4BQR7Svy5RYxklU,,99 346529
,Dr Andreas Charalampous Dental clinic,34.6791286,33.023761,"Adonidos 20, Lemesos 3015, Cyprus",509.028157510099,50.5,101,76281,14112,3.8,43.5,53025,confirmed,0.989,,False,https://maps.google.com/?cid=16519757705038272955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr Andreas Charalampous Dental clinic,97 758530,,"Adonidos 20, Lemesos 3015, Cyprus","dentist, doctor, health, point_of_interest, establishment",ChIJBbcC9G4z5xQRuxlUeBv4QeU,,97 758530
YES,DR. ELIAS ELIA,34.6846118,33.0287304,"Rubens 16, Lemesos 3075, Cyprus",462.9013070725358,46.0,92,69416,12842,3.8,39.6,48300,confirmed,0.303,drelias@cytanet.com.cy,False,https://maps.google.com/?cid=397152476803956156&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,DR. ELIAS ELIA,25 336861,https://ophthalmic-clinic.com/,"Rubens 16, Lemesos 3075, Cyprus","medical_clinic, doctor, health, point_of_interest, establishment",ChIJtymiuqgz5xQRvP2QzRL4ggU,https://ophthalmic-clinic.com/,25 336861
YES,Ακτινολογικό Κέντρο Μεταξά | Ακτινολόγος Λεμεσός,34.681141800000006,33.0329607,"Lelas Karagianni 3, Lemesos 3020, Cyprus",447.131089230409,44.5,89,67153,12423,3.8,38.3,46725,none,0.012,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,False,https://maps.google.com/?cid=13935278248619005138&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Ακτινολογικό Κέντρο Μεταξά | Ακτινολόγος Λεμεσός,25 717900,http://www.metaxa-radiologycenter.com/,"Lelas Karagianni 3, Lemesos 3020, Cyprus","doctor, health, point_of_interest, establishment",ChIJGU63ABkz5xQR0tQpH7wNZME,http://www.metaxa-radiologycenter.com/,25 717900
,Mitera Center,34.696621799999996,33.0210536,"Vasileos Konstantinou 115, Lemesos 3080, Cyprus",407.33543295254105,40.5,81,61175,11317,3.8,34.9,42525,none,0.0,,False,https://maps.google.com/?cid=5008379600410409805&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Mitera Center,25 338166,,"Vasileos Konstantinou 115, Lemesos 3080, Cyprus","doctor, health, point_of_interest, establishment",ChIJiY_jar0z5xQRTXvGBrZWgUU,,25 338166
YES,Veterinary Clinic Dr. Akis Maratheftis,34.6933015,33.0221879,"Vasileos Konstantinou 83A, Lemesos 3077, Cyprus",387.59854036919535,38.5,77,58154,10758,3.8,33.1,40425,none,0.045,info@oncyprus.com,False,https://maps.google.com/?cid=16688124838479127513&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Veterinary Clinic Dr. Akis Maratheftis,25 736147,https://www.oncyprus.com/en/biz/17044/contacts/id/13252.html,"Vasileos Konstantinou 83A, Lemesos 3077, Cyprus","veterinary_care, pet_care, doctor, health, point_of_interest, establishment",ChIJyz1Csbwz5xQR2ePrhB8hmOc,https://www.oncyprus.com/en/biz/17044/contacts/id/13252.html,25 736147
YES,Dr. Andrie Constantinou,34.6811065,33.0348222,"Gregori Afxentiou 4, Lemesos 3021, Cyprus",337.3275666477565,33.5,67,50553,9352,3.8,28.8,35175,partial,0.1,info@drandrieconstantinou.com,False,https://maps.google.com/?cid=13642656094342011225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr. Andrie Constantinou,25 317474,http://www.drandrieconstantinou.com/,"Gregori Afxentiou 4, Lemesos 3021, Cyprus","doctor, health, point_of_interest, establishment",ChIJzz9jgD0z5xQRWdkSmG9zVL0,http://www.drandrieconstantinou.com/,25 317474
YES,Dr. Nicole Sakka - Dermatologist Venereologist,34.685624,33.046386999999996,"Limassol 3030, Cyprus",331.37084265052215,33.0,66,49798,9213,3.8,28.4,34650,likely,0.28,info@sakkadermatologist.com,False,https://maps.google.com/?cid=10865118110424779801&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr. Nicole Sakka - Dermatologist Venereologist,25 253839,https://sakkadermatologist.com/,"Limassol 3030, Cyprus","doctor, health, point_of_interest, establishment",ChIJFytMGBIz5xQRGUyIBlunyJY,https://sakkadermatologist.com/,25 253839
,Δρ. Μάρθα Ντουμανίδου - Dr. Martha Ntoumanidou,34.6915366,33.0311255,"Walter Gropius 49-FLOOR 2, Lemesos 3076, Cyprus",304.7681577996679,30.0,60,45271,8375,3.8,25.8,31500,none,0.003,,False,https://maps.google.com/?cid=3394320437579062486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Δρ. Μάρθα Ντουμανίδου - Dr. Martha Ntoumanidou,96 165777,https://www.facebook.com/DrMarthaNtoumanidou,"Walter Gropius 49-FLOOR 2, Lemesos 3076, Cyprus","doctor, health, point_of_interest, establishment",ChIJIbKilY0z5xQR1py_P3QMGy8,https://www.facebook.com/DrMarthaNtoumanidou,96 165777
,Dr. Symeon Kitiris,34.7056458,33.0329895,"Limassol 3120, Cyprus",303.6808515200469,30.0,60,45573,8431,3.7,26.0,31500,none,0.016,,False,https://maps.google.com/?cid=6764699950829920942&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Dr. Symeon Kitiris,25 870710,,"Limassol 3120, Cyprus","doctor, health, point_of_interest, establishment",ChIJ2ToCkYIz5xQRruJRrcMK4V0,,25 870710
YES,Smile Design - Limassol Dental Clinic,34.680565,33.036693,"Achaion 12, Lemesos 3022, Cyprus",285.1498525940923,28.5,57,43008,7956,3.8,24.5,29925,likely,0.252,info@smiledesign.com.cy,False,https://maps.google.com/?cid=12130144406676581098&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Smile Design - Limassol Dental Clinic,25 376147,http://smiledesign.com.cy/,"Achaion 12, Lemesos 3022, Cyprus","dentist, dental_clinic, medical_clinic, doctor, health, service, point_of_interest, establishment",ChIJ6XDMAwcz5xQR6iom0hHuVqg,http://smiledesign.com.cy/,25 376147
YES,AIMIS Clinics Athonitissa,34.688604399999996,33.010348,"Theodorou Potamianou 50, Kato Polemidia 4155, Cyprus",255.06717464853324,25.5,51,38518,7126,3.8,22.0,26775,partial,0.091,mpapadopoulos@aimis.com,False,https://maps.google.com/?cid=11576682619918529175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,AIMIS Clinics Athonitissa,25 864000,http://www.aimis.com/clinics,"Theodorou Potamianou 50, Kato Polemidia 4155, Cyprus","medical_center, medical_lab, hospital, medical_clinic, doctor, health, service, point_of_interest, establishment",ChIJWb-ey8kz5xQRl7KuxYGjqKA,http://www.aimis.com/clinics,25 864000
,ELPIDA XRAY CLINIC,34.6898401,33.0189732,"Spyrou Kyprianou Ave 6, Lemesos 3070, Cyprus",245.02677517482658,24.5,49,37007,6846,3.8,21.1,25725,none,0.0,,False,https://maps.google.com/?cid=13379158503860188598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,ELPIDA XRAY CLINIC,25 337777,,"Spyrou Kyprianou Ave 6, Lemesos 3070, Cyprus","doctor, health, point_of_interest, establishment",ChIJE6o77dEz5xQRtrU7AMZRrLk,,25 337777
