send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
YES,Limassol General Hospital,34.7063778,32.9835518,"Nikaias 1, Kato Polemidia 4131, Cyprus",2995.796932207586,30.5,61,46259,8558,3.7,26.4,32025,likely,0.152,info@shso.org.cy,False,https://maps.google.com/?cid=6763091352338922350&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Limassol General Hospital,25 801100,https://shso.org.cy/hospital/geniko-nosokomeio-lemesou/,"Nikaias 1, Kato Polemidia 4131, Cyprus","hospital, service, health, point_of_interest, establishment",ChIJM6CoK2Ex5xQRbnutp8BT210,https://shso.org.cy/hospital/geniko-nosokomeio-lemesou/,25 801100
YES,Ygia Hospital Clinic,34.6820014,33.04030170000001,"21 Nafpliou Street, Ναυπλίου 21-3025, Limasol 3025, Cyprus",2069.3828767378727,23.0,46,34708,6421,3.8,19.8,24150,likely,0.154,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,False,https://maps.google.com/?cid=4895774280863080253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Ygia Hospital Clinic,25 884600,http://www.ygiapolyclinic.com/,"21 Nafpliou Street, Ναυπλίου 21-3025, Limasol 3025, Cyprus","hospital, service, health, point_of_interest, establishment",ChIJl28HWA8z5xQRPV9W_8RI8UM,http://www.ygiapolyclinic.com/,25 884600
YES,Limassol Old Hospital,34.6793141,33.0373823,"Limassol Old Hospital, Archiepiskopou Leontiou A, Lemesos 3022, Cyprus",1600,160.0,320,241448,44668,3.8,137.6,168000,none,0.0,ncpcrossborderhealthcare@moh.gov.cy,False,https://maps.google.com/?cid=3836100333882559354&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Limassol Old Hospital,25 305333,https://www.moh.gov.cy/moh/llgh/llgh.nsf/index_en/index_en?OpenDocument,"Limassol Old Hospital, Archiepiskopou Leontiou A, Lemesos 3022, Cyprus","hospital, service, health, point_of_interest, establishment",ChIJFU7e5wYz5xQResvT2-2QPDU,https://www.moh.gov.cy/moh/llgh/llgh.nsf/index_en/index_en?OpenDocument,25 305333
YES,Γερμανικό Ογκολογικό Κέντρο,34.729873999999995,33.0606485,"F134, Agios Athanasios 4108, Cyprus",1600,160.0,320,241604,44697,3.8,137.7,168000,none,0.0,info@gmi.com.cy,False,https://maps.google.com/?cid=15413103833843434197&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Γερμανικό Ογκολογικό Κέντρο,25 208000,http://www.goc.com.cy/,"F134, Agios Athanasios 4108, Cyprus","hospital, service, health, point_of_interest, establishment",ChIJlcFGAeA15xQR1QJzVkZY5tU,http://www.goc.com.cy/,25 208000
YES,Μέλαθρον Αγωνιστών Ε.Ο.Κ.Α,34.7410997,33.0066059,"P2R4+CJQ, E110, Palodeia 4549, Cyprus",880.0065429231346,10.0,20,15058,2786,3.8,8.6,10500,confirmed,0.513,hr@melathroneoka.com.cy,False,https://maps.google.com/?cid=16672909961753228423&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Μέλαθρον Αγωνιστών Ε.Ο.Κ.Α,25 872287,https://www.melathroneoka.com.cy/,"P2R4+CJQ, E110, Palodeia 4549, Cyprus","medical_center, hospital, service, health, point_of_interest, establishment",ChIJS5vn8RU05xQRh3Rf-kUTYuc,https://www.melathroneoka.com.cy/,25 872287
,"Building at 34.6504,33.0121",34.650417759999996,33.01205058,Cyprus,10023.701151789846,122.5,245,185150,34253,3.8,105.5,128625,none,0.0,,False,"https://www.google.com/maps?q=34.650418,33.012051",False,,,,,,,,,
,"Building at 34.6504,33.0113",34.650422320000004,33.01127316,Cyprus,9789.283245872313,122.5,245,185151,34253,3.8,105.5,128625,none,0.0,,False,"https://www.google.com/maps?q=34.650422,33.011273",False,,,,,,,,,
,SIDEP LTD,34.70597303,33.07100226,Cyprus,7943.539463130102,94.0,188,141950,26261,3.8,80.9,98700,none,0.0,,False,https://maps.google.com/?cid=10574442956408527750&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,SIDEP LTD,77 771110,,"P34C+7G5, Iapetou, Agios Athanasios 4101, Cyprus","manufacturer, point_of_interest, establishment",ChIJ0be-MAA15xQRhptc0tf3v5I,,77 771110
,3F Warehouse,34.706094615384615,33.068394892307694,Cyprus,7522.262519479209,91.5,183,138175,25562,3.8,78.8,96075,likely,0.205,,False,https://maps.google.com/?cid=5104284598749681416&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,3F Warehouse,96 329213,https://3fgroup.com.cy/,"Mathaiou Mathaiou 5, Agios Athanasios 4101, Cyprus","storage, point_of_interest, establishment",ChIJ2cY2NFI15xQRCNf4hMwP1kY,https://3fgroup.com.cy/,96 329213
,"Building at 34.6538,33.0159",34.653809939999995,33.01587288,Cyprus,7196.285042922156,77.5,155,117136,21670,3.8,66.8,81375,none,0.0,,False,"https://www.google.com/maps?q=34.65381,33.015873",False,,,,,,,,,
,"Building at 34.6538,33.0150",34.653833080000005,33.01504708,Cyprus,6966.823421420912,82.5,165,124694,23068,3.8,71.1,86625,none,0.0,,False,"https://www.google.com/maps?q=34.653833,33.015047",False,,,,,,,,,
,فونتانا,34.66871438,33.03247622,3013,6730.021472482325,73.0,146,110082,20365,3.8,62.7,76650,partial,0.079,,False,https://maps.google.com/?cid=11704285473882626132&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,فونتانا,99 416800,,"2 Livigkston, Amerikanos 3015, Limasol 3015, Cyprus","point_of_interest, establishment",ChIJ7U3gZ8oz5xQRVNiJZKD5baI,,99 416800
,DP World Limassol,34.65618128,33.0173622,Cyprus,6711.826319116727,78.5,157,118647,21950,3.8,67.6,82425,partial,0.088,,False,https://maps.google.com/?cid=14271366708577305479&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,DP World Limassol,25 858700,https://limassolcruise.com/privacy-policy/,"M249+82Q, Harbor Rd, Limasol 3045, Cyprus","corporate_office, point_of_interest, establishment",ChIJC7vmmmky5xQRhwMWlGgUDsY,https://limassolcruise.com/privacy-policy/,25 858700
,FXGT Limassol,34.705738796666665,33.07003610666667,"17, Iapetou",6175.257392671047,72.0,144,108728,20115,3.8,62.0,75600,none,0.0,,False,https://maps.google.com/?cid=12057835609443872204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,FXGT Limassol,,https://fxgtcareers.com/,"Iapetou 17, Agios Athanasios 4101, Cyprus","finance, point_of_interest, establishment",ChIJTTLkh8415xQRzC31BJoJVqc,https://fxgtcareers.com/,
,Grand Car Service,34.70642925,33.06329325,"4a, Alkidamou, Limassol, 4101",6004.007277405637,67.0,134,101177,18718,3.8,57.7,70350,none,0.0,,False,https://maps.google.com/?cid=5165495367152609695&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Grand Car Service,,,"Falea 8, Limasol 4101, Cyprus","chauffeur_service, transportation_service, point_of_interest, establishment",ChIJ93DH51M15xQRn6kOIKuGr0c,,
YES,Amara,34.713600299999996,33.155404,"95 Amathus Avenue, B1, Agios Tychonas 4533, Cyprus",12163.981071229271,128.5,257,204444,37822,3.6,116.5,134925,likely,0.285,info@amarahotel.com,False,https://maps.google.com/?cid=9740225325594415260&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Amara,25 442222,http://www.amarahotel.com/,"95 Amathus Avenue, B1, Agios Tychonas 4533, Cyprus","hotel, spa, lodging, point_of_interest, establishment",ChIJd8f9ER3L4BQRnJBR5FM7LIc,http://www.amarahotel.com/,25 442222
YES,Atlantica Miramare Beach,34.693836499999996,33.0887455,"11, Potamos Yermasoyias, Amerikanas Str, Municipality 4048, Cyprus",4484.475520693869,50.5,101,76347,14124,3.8,43.5,53025,partial,0.07,info.miramare@atlanticahotels.com,False,https://maps.google.com/?cid=11302225127357868837&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Atlantica Miramare Beach,25 888100,https://www.atlanticahotels.com/atlantica-miramare-beach/,"11, Potamos Yermasoyias, Amerikanas Str, Municipality 4048, Cyprus","hotel, resort_hotel, lodging, point_of_interest, establishment",ChIJnRNtjajM4BQRJeuoH9-R2Zw,https://www.atlanticahotels.com/atlantica-miramare-beach/,25 888100
YES,St Raphael Resort,34.7131365,33.1674229,"Amathountos Avenue 502, Pyrgos Lemesou 4520, Cyprus",4073.190504353256,43.5,87,66172,12242,3.7,37.7,45675,likely,0.152,farah@straphael.com,False,https://maps.google.com/?cid=15894054293111995101&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,St Raphael Resort,25 834200,http://www.straphael.com/,"Amathountos Avenue 502, Pyrgos Lemesou 4520, Cyprus","hotel, resort_hotel, lodging, point_of_interest, establishment",ChIJTf9jjSrK4BQR3Xq2VSsGk9w,http://www.straphael.com/,25 834200
YES,Four Seasons Hotel,34.7097057,33.1280484,"Avenue, Amathountos 67-69, Agios Tychonas 4532, Cyprus",3871.0996791076973,17.0,34,25848,4782,3.7,14.7,17850,confirmed,0.996,p.charalambous@fourseasons.com.cy,False,https://maps.google.com/?cid=17640736670713837941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Four Seasons Hotel,25 858000,https://www.fourseasons.com.cy/,"Avenue, Amathountos 67-69, Agios Tychonas 4532, Cyprus","hotel, lodging, point_of_interest, establishment",ChIJVSKlS6HL4BQRdfkakol80PQ,https://www.fourseasons.com.cy/,25 858000
YES,Crowne Plaza Limassol by IHG,34.688916,33.0711665,"Προμαχών Ελευθερίας 2, Agios Athanasios 4103, Cyprus",2098.8267927711877,22.5,45,34017,6293,3.8,19.4,23625,likely,0.226,anthony.torres@ihg.com,False,https://maps.google.com/?cid=16909050431842171845&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Crowne Plaza Limassol by IHG,25 851515,https://www.ihg.com/crowneplaza/hotels/gb/en/limassol/lmscy/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-CY-_-LMSCY,"Προμαχών Ελευθερίας 2, Agios Athanasios 4103, Cyprus","hotel, business_center, swimming_pool, fitness_center, gym, bar, sports_activity_location, lodging, event_venue, health, restaurant, food, point_of_interest, service, establishment",ChIJ34Y86U4z5xQRxTsen8cDqeo,https://www.ihg.com/crowneplaza/hotels/gb/en/limassol/lmscy/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-CY-_-LMSCY,25 851515
YES,Ajax Hotel,34.695689,33.064019,"Georgiou Neophytou & D, Nicolaou Street, Limasol 4006, Cyprus",1918.11311153191,19.5,39,29481,5454,3.8,16.8,20475,confirmed,0.43,spa@ajaxhotel.com,False,https://maps.google.com/?cid=18001444015158449534&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Ajax Hotel,25 590000,http://www.ajaxhotel.com/,"Georgiou Neophytou & D, Nicolaou Street, Limasol 4006, Cyprus","hotel, lodging, point_of_interest, establishment",ChIJ9zdsPVsz5xQRftWZv_T50fk,http://www.ajaxhotel.com/,25 590000
YES,"City of Dreams Mediterranean - Integrated Resort, Casino & Entertainment",34.647046800000005,32.993490699999995,"Nikou Kavvadia, Lemesos 3150, Cyprus",800,36.5,73,55610,10288,3.7,31.7,38325,none,0.0,ticketing@melco-resorts.com.cy,False,https://maps.google.com/?cid=13256415036256576792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"City of Dreams Mediterranean - Integrated Resort, Casino & Entertainment",25 088888,http://www.cityofdreamsmed.com.cy/,"Nikou Kavvadia, Lemesos 3150, Cyprus","resort_hotel, casino, spa, hotel, lodging, point_of_interest, establishment",ChIJ_aCgBmAz5xQRGGU4bz0_-Lc,http://www.cityofdreamsmed.com.cy/,25 088888
YES,Amathus Beach Hotel Limassol,34.7094644,33.1331516,"Amathountos 75, Agios Tychonas 4532, Cyprus",800,44.5,89,67661,12517,3.7,38.5,46725,none,0.0,amathuslim@amathushotel.com,False,https://maps.google.com/?cid=622179403525210218&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Amathus Beach Hotel Limassol,25 832000,https://www.amathuslimassol.com/,"Amathountos 75, Agios Tychonas 4532, Cyprus","hotel, convention_center, spa, breakfast_restaurant, sports_club, association_or_organization, lodging, event_venue, health, restaurant, food, point_of_interest, service, clothing_store, store, establishment",ChIJuzcFlggc5xQRakCv_d5sogg,https://www.amathuslimassol.com/,25 832000
YES,Nyx,34.674964599999996,33.046914,"Anexartisias str. &, Christodoulou Sozou str, Limasol 3036, Cyprus",713.1656980268268,6.5,13,9802,1813,3.8,5.6,6825,none,0.015,reservations@limassol.nyxhotelscyprus.com,False,https://maps.google.com/?cid=2607447528712033809&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Nyx,25 371111,https://www.nyx-hotels-cyprus.com/nyx-limassol?utm_source=GMB&utm_medium=organic&utm_campaign=google_my_business,"Anexartisias str. &, Christodoulou Sozou str, Limasol 3036, Cyprus","hotel, lodging, point_of_interest, establishment",ChIJmZv4Ixoz5xQREdZZZ7aDLyQ,https://www.nyx-hotels-cyprus.com/nyx-limassol?utm_source=GMB&utm_medium=organic&utm_campaign=google_my_business,25 371111
YES,"Parklane, a Luxury Collection Resort & Spa, Limassol",34.7139958,33.1754254,"Giannou Kranidioti 11, Street 4534, Cyprus",500.0,50.0,100,76055,14070,3.7,43.4,52500,confirmed,0.958,adithya.silva@marriott.com,False,https://maps.google.com/?cid=8971112239517833774&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Parklane, a Luxury Collection Resort & Spa, Limassol",25 862000,https://www.marriott.com/en-us/hotels/pfomd-parklane-a-luxury-collection-resort-and-spa-limassol/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"Giannou Kranidioti 11, Street 4534, Cyprus","hotel, wedding_venue, lodging, event_venue, point_of_interest, service, establishment",ChIJGxUYjoHJ4BQRLpqeBA3Lf3w,https://www.marriott.com/en-us/hotels/pfomd-parklane-a-luxury-collection-resort-and-spa-limassol/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,25 862000
YES,Amathus Beach Hotel Limassol,34.7094644,33.1331516,"Amathountos 75, Agios Tychonas 4532, Cyprus",2678.5047622675634,13.0,26,19766,3657,3.7,11.3,13650,confirmed,0.808,amathuslim@amathushotel.com,False,https://maps.google.com/?cid=622179403525210218&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Amathus Beach Hotel Limassol,25 832000,https://www.amathuslimassol.com/,"Amathountos 75, Agios Tychonas 4532, Cyprus","hotel, convention_center, spa, breakfast_restaurant, clothing_store, sports_club, lodging, event_venue, health, association_or_organization, store, service, restaurant, point_of_interest, food, establishment",ChIJuzcFlggc5xQRakCv_d5sogg,https://www.amathuslimassol.com/,25 832000
YES,Crowne Plaza Limassol by IHG,34.688916,33.0711665,"Προμαχών Ελευθερίας 2, Agios Athanasios 4103, Cyprus",2098.8267927711877,22.5,45,34017,6293,3.8,19.4,23625,likely,0.226,anthony.torres@ihg.com,False,https://maps.google.com/?cid=16909050431842171845&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Crowne Plaza Limassol by IHG,25 851515,https://www.ihg.com/crowneplaza/hotels/gb/en/limassol/lmscy/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-CY-_-LMSCY,"Προμαχών Ελευθερίας 2, Agios Athanasios 4103, Cyprus","hotel, business_center, fitness_center, swimming_pool, bar, gym, lodging, event_venue, sports_activity_location, health, service, restaurant, point_of_interest, food, establishment",ChIJ34Y86U4z5xQRxTsen8cDqeo,https://www.ihg.com/crowneplaza/hotels/gb/en/limassol/lmscy/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-CY-_-LMSCY,25 851515
YES,Limassol AGORA,34.676244499999996,33.0431823,"Kanari 47-49, Lemesos 3041, Cyprus",1707.524240072826,15.5,31,23390,4327,3.8,13.3,16275,confirmed,0.474,admin@limassolagora.com,False,https://maps.google.com/?cid=11030911879575076028&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Limassol AGORA,70 070070,https://www.limassolagora.com/,"Kanari 47-49, Lemesos 3041, Cyprus","food_court, japanese_curry_restaurant, cocktail_bar, historical_landmark, historical_place, child_care_agency, bar, amusement_center, food_store, event_venue, store, service, japanese_restaurant, restaurant, point_of_interest, food, establishment",ChIJnVVityAz5xQRvHy1AumrFZk,https://www.limassolagora.com/,70 070070
YES,Columbia Beach,34.6892275,33.0722095,"Προμαχών Ελευθερίας 6, Agios Athanasios 4103, Cyprus",1106.8889440277728,12.5,25,18898,3496,3.8,10.8,13125,partial,0.137,info@columbia-beach.com,False,https://maps.google.com/?cid=4938933141382810903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Columbia Beach,25 321500,http://www.columbia-beach.com/,"Προμαχών Ελευθερίας 6, Agios Athanasios 4103, Cyprus","restaurant, bar, point_of_interest, food, establishment",ChIJM2kQjE4z5xQRF82GRYadikQ,http://www.columbia-beach.com/,25 321500
YES,McDonald's,34.688327799999996,33.009132,"Katsantonaion 20, Kato Polemidia 4154, Cyprus",624.2345959253948,5.5,11,8308,1537,3.8,4.7,5775,confirmed,0.476,maria.michaelidou@mcdonalds.com.cy,False,https://maps.google.com/?cid=13014610581409191382&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,McDonald's,25 730626,http://www.mcdonalds.com.cy/,"Katsantonaion 20, Kato Polemidia 4154, Cyprus","fast_food_restaurant, restaurant, point_of_interest, food, establishment",ChIJCVPIpckz5xQR1lXvkl4vnbQ,http://www.mcdonalds.com.cy/,25 730626
